fall,winter,spring,summer,,,,,,
551,231,478,1035,,,,,,
351,177,591,1276,,,,,,
415,334,693,1239,,,,,,
576,386,755,1243,,,,,,
548,549,735,1155,,,,,,
465,589,726,1190,,,,,,
575,459,715,1111,,,,,,
996,375,641,952,,,,,,
1781,313,577,909,,,,,,
1392,232,446,704,,,,,,
933,170,312,438,,,,,,
639,116,252,390,,,,,,
440,70,288,138,,,,,,
294,37,202,64,,,,,,
138,25,154,32,,,,,,
58,9,122,14,,,,,,
22,2,83,6,,,,,,
19,1,37,10,,,,,,
6,6,12,79,,,,,,
15,50,24,334,,,,,,
93,190,45,778,,,,,,
368,482,106,1101,,,,,,
950,754,222,645,,,,,,
1471,354,450,456,,,,,,
653,155,773,573,,,,,,
404,155,1001,726,,,,,,
442,206,1216,598,,,,,,
560,208,1179,591,,,,,,
603,232,1235,726,,,,,,
594,291,1232,1060,,,,,,
681,468,1154,1593,,,,,,
1044,893,1048,1301,,,,,,
1734,777,904,921,,,,,,
1342,461,692,614,,,,,,
812,290,491,495,,,,,,
591,193,345,304,,,,,,
424,111,228,159,,,,,,
213,51,113,76,,,,,,
120,22,60,34,,,,,,
72,10,25,21,,,,,,
33,2,15,8,,,,,,
25,3,6,22,,,,,,
7,5,15,106,,,,,,
18,65,86,375,,,,,,
97,251,361,726,,,,,,
330,636,807,567,,,,,,
872,957,975,177,,,,,,
1412,435,548,82,,,,,,
639,203,333,93,,,,,,
427,203,466,145,,,,,,
565,259,601,318,,,,,,
780,237,622,401,,,,,,
720,227,590,550,,,,,,
748,353,754,948,,,,,,
893,571,1071,1467,,,,,,
1225,1095,1673,1256,,,,,,
1695,828,1389,905,,,,,,
1427,431,858,668,,,,,,
932,251,529,499,,,,,,
558,208,384,351,,,,,,
414,114,271,158,,,,,,
378,43,141,61,,,,,,
337,26,40,28,,,,,,
211,8,9,20,,,,,,
155,8,5,8,,,,,,
73,3,4,13,,,,,,
39,6,10,114,,,,,,
16,67,102,393,,,,,,
28,259,389,893,,,,,,
60,651,1056,1319,,,,,,
185,1071,1367,627,,,,,,
442,490,552,464,,,,,,
723,219,401,528,,,,,,
974,258,475,713,,,,,,
1147,307,567,629,,,,,,
1365,318,588,493,,,,,,
1331,280,522,625,,,,,,
1249,320,719,980,,,,,,
1209,464,1061,1576,,,,,,
1347,966,1836,1439,,,,,,
1182,731,1375,992,,,,,,
1055,432,923,660,,,,,,
847,257,691,481,,,,,,
556,198,485,322,,,,,,
432,98,282,199,,,,,,
394,48,181,53,,,,,,
277,14,52,30,,,,,,
238,6,19,13,,,,,,
141,4,19,2,,,,,,
93,3,1,18,,,,,,
55,4,15,116,,,,,,
15,59,103,369,,,,,,
33,205,424,907,,,,,,
151,584,1003,1254,,,,,,
182,880,1253,602,,,,,,
363,467,603,400,,,,,,
634,185,382,518,,,,,,
951,226,438,651,,,,,,
1092,223,545,554,,,,,,
1038,223,486,520,,,,,,
1117,216,462,603,,,,,,
1049,270,556,935,,,,,,
1013,439,912,1599,,,,,,
1107,820,1570,1395,,,,,,
1100,684,1404,1004,,,,,,
912,327,934,733,,,,,,
724,251,682,456,,,,,,
439,183,427,346,,,,,,
314,94,314,223,,,,,,
252,60,175,86,,,,,,
156,25,62,56,,,,,,
71,24,43,39,,,,,,
32,5,11,8,,,,,,
13,1,9,20,,,,,,
4,7,11,89,,,,,,
17,51,103,308,,,,,,
113,155,400,748,,,,,,
355,451,989,1104,,,,,,
898,876,1246,679,,,,,,
1119,436,572,493,,,,,,
547,220,396,579,,,,,,
393,260,461,693,,,,,,
597,398,593,713,,,,,,
590,361,538,663,,,,,,
551,383,470,729,,,,,,
619,471,644,1020,,,,,,
994,680,868,1234,,,,,,
1833,881,1561,303,,,,,,
1446,597,1311,527,,,,,,
971,395,901,432,,,,,,
617,225,437,358,,,,,,
399,156,345,291,,,,,,
248,125,269,231,,,,,,
146,99,164,136,,,,,,
40,61,79,91,,,,,,
9,42,59,81,,,,,,
17,30,30,40,,,,,,
6,15,12,17,,,,,,
23,13,17,29,,,,,,
117,9,84,87,,,,,,
422,31,418,205,,,,,,
1145,70,1105,380,,,,,,
1417,146,1388,706,,,,,,
589,362,710,936,,,,,,
363,524,504,1039,,,,,,
455,785,624,1038,,,,,,
610,1016,682,1094,,,,,,
552,1095,696,1105,,,,,,
542,1303,600,985,,,,,,
729,1256,746,1011,,,,,,
1066,1217,1032,958,,,,,,
1961,993,1428,910,,,,,,
1543,565,1027,817,,,,,,
983,404,659,661,,,,,,
583,243,440,476,,,,,,
475,200,408,324,,,,,,
265,187,389,316,,,,,,
133,159,290,195,,,,,,
66,126,214,181,,,,,,
31,67,134,89,,,,,,
18,55,61,49,,,,,,
8,26,46,13,,,,,,
11,8,28,21,,,,,,
116,13,43,67,,,,,,
431,22,94,149,,,,,,
1110,55,187,328,,,,,,
1397,170,330,522,,,,,,
607,349,675,836,,,,,,
375,727,920,1034,,,,,,
468,948,1018,1056,,,,,,
607,1262,1068,1088,,,,,,
582,1361,1139,1086,,,,,,
528,1439,1215,1018,,,,,,
667,1521,1238,991,,,,,,
1004,1372,1179,911,,,,,,
1789,1127,1120,908,,,,,,
1466,610,943,744,,,,,,
958,338,680,566,,,,,,
576,260,551,356,,,,,,
394,229,361,305,,,,,,
326,158,350,130,,,,,,
185,107,201,57,,,,,,
68,91,146,21,,,,,,
28,32,113,19,,,,,,
12,11,90,4,,,,,,
9,11,54,12,,,,,,
19,8,25,82,,,,,,
109,33,18,302,,,,,,
389,50,44,768,,,,,,
1020,170,146,1049,,,,,,
1365,372,319,571,,,,,,
585,462,483,420,,,,,,
356,606,685,486,,,,,,
462,819,858,620,,,,,,
551,883,980,631,,,,,,
534,1009,1064,589,,,,,,
509,966,955,521,,,,,,
683,971,994,818,,,,,,
985,1020,915,1461,,,,,,
1790,943,953,1397,,,,,,
1505,580,778,1000,,,,,,
877,434,572,677,,,,,,
639,274,358,397,,,,,,
461,164,267,258,,,,,,
321,109,173,111,,,,,,
204,40,111,49,,,,,,
115,12,45,50,,,,,,
70,14,27,15,,,,,,
25,4,12,7,,,,,,
23,7,4,18,,,,,,
16,5,7,105,,,,,,
93,76,34,380,,,,,,
328,274,114,945,,,,,,
883,748,164,1251,,,,,,
1224,996,271,573,,,,,,
601,381,204,384,,,,,,
477,250,168,448,,,,,,
618,318,254,519,,,,,,
788,392,418,464,,,,,,
761,319,450,479,,,,,,
708,287,475,530,,,,,,
836,456,682,838,,,,,,
1187,687,912,1576,,,,,,
1572,1266,1553,1345,,,,,,
1247,934,1162,986,,,,,,
835,554,813,732,,,,,,
518,338,569,467,,,,,,
439,281,397,322,,,,,,
375,143,245,120,,,,,,
301,73,126,82,,,,,,
176,28,49,39,,,,,,
129,11,11,23,,,,,,
88,4,5,12,,,,,,
46,2,4,18,,,,,,
19,8,15,118,,,,,,
32,85,102,414,,,,,,
80,300,403,999,,,,,,
173,790,965,1268,,,,,,
400,1093,1285,597,,,,,,
682,428,564,412,,,,,,
885,255,340,503,,,,,,
1006,290,404,601,,,,,,
1140,382,521,578,,,,,,
1078,390,498,555,,,,,,
1067,375,478,715,,,,,,
1079,474,638,1045,,,,,,
1030,775,943,1764,,,,,,
1023,1289,1564,1507,,,,,,
966,1015,767,1089,,,,,,
822,604,328,709,,,,,,
479,443,158,510,,,,,,
428,343,193,327,,,,,,
384,185,186,176,,,,,,
272,90,101,72,,,,,,
269,29,53,31,,,,,,
176,19,23,16,,,,,,
122,2,5,12,,,,,,
60,3,2,20,,,,,,
22,10,14,89,,,,,,
13,71,81,360,,,,,,
53,328,353,904,,,,,,
125,880,838,1289,,,,,,
301,1287,1272,626,,,,,,
591,545,582,429,,,,,,
830,296,381,548,,,,,,
911,412,464,706,,,,,,
1132,613,567,656,,,,,,
969,551,575,666,,,,,,
1006,547,492,695,,,,,,
909,605,581,1018,,,,,,
1038,928,877,1733,,,,,,
899,1539,1601,1460,,,,,,
833,1162,1219,1030,,,,,,
665,714,738,756,,,,,,
422,477,512,497,,,,,,
332,380,417,331,,,,,,
185,211,250,190,,,,,,
110,135,45,93,,,,,,
69,69,18,41,,,,,,
42,44,5,31,,,,,,
28,12,4,3,,,,,,
8,7,0,14,,,,,,
21,9,4,82,,,,,,
94,78,47,334,,,,,,
390,268,120,823,,,,,,
898,799,203,1283,,,,,,
1115,1239,478,646,,,,,,
500,570,302,542,,,,,,
356,396,255,635,,,,,,
448,537,335,765,,,,,,
549,717,446,825,,,,,,
508,744,498,774,,,,,,
524,764,436,873,,,,,,
660,956,584,1297,,,,,,
980,1210,894,1727,,,,,,
1667,1636,899,1305,,,,,,
1478,1073,157,901,,,,,,
901,625,233,679,,,,,,
569,402,266,485,,,,,,
411,339,236,464,,,,,,
247,240,186,260,,,,,,
190,225,108,206,,,,,,
62,131,61,131,,,,,,
21,98,27,101,,,,,,
11,58,21,32,,,,,,
3,36,14,13,,,,,,
31,11,23,27,,,,,,
122,25,62,73,,,,,,
428,38,268,168,,,,,,
1107,123,722,389,,,,,,
1461,315,1170,669,,,,,,
587,587,626,957,,,,,,
340,782,493,1138,,,,,,
429,1001,622,1225,,,,,,
542,1014,764,1122,,,,,,
537,925,836,1200,,,,,,
520,562,1007,1373,,,,,,
607,303,1133,1131,,,,,,
959,444,1216,1147,,,,,,
1793,454,1260,1049,,,,,,
1476,373,964,906,,,,,,
905,278,747,624,,,,,,
634,223,529,432,,,,,,
461,165,476,319,,,,,,
277,123,339,247,,,,,,
144,105,211,144,,,,,,
76,104,154,275,,,,,,
29,53,86,115,,,,,,
18,48,69,40,,,,,,
5,25,30,28,,,,,,
17,3,18,25,,,,,,
132,8,26,37,,,,,,
460,15,52,141,,,,,,
1111,50,114,327,,,,,,
1410,171,301,533,,,,,,
567,284,552,839,,,,,,
334,465,787,1063,,,,,,
428,475,803,1143,,,,,,
550,586,987,1172,,,,,,
535,673,1057,1181,,,,,,
490,631,966,1161,,,,,,
603,656,1052,1036,,,,,,
878,602,727,1114,,,,,,
1633,507,737,891,,,,,,
1432,367,724,831,,,,,,
934,240,751,571,,,,,,
634,140,522,273,,,,,,
507,105,430,264,,,,,,
308,89,311,152,,,,,,
190,42,219,65,,,,,,
62,40,164,24,,,,,,
38,5,104,12,,,,,,
19,4,57,10,,,,,,
4,1,39,12,,,,,,
15,7,13,92,,,,,,
100,64,15,360,,,,,,
403,265,49,859,,,,,,
1046,597,115,1081,,,,,,
1383,978,297,581,,,,,,
672,442,595,458,,,,,,
410,213,855,513,,,,,,
474,260,1083,618,,,,,,
577,358,847,633,,,,,,
607,336,629,634,,,,,,
584,295,329,648,,,,,,
718,436,638,1107,,,,,,
1081,612,847,1830,,,,,,
1786,1132,821,1506,,,,,,
1587,891,762,914,,,,,,
1019,551,648,530,,,,,,
636,310,418,333,,,,,,
537,250,391,222,,,,,,
401,149,267,87,,,,,,
217,68,205,63,,,,,,
108,25,124,77,,,,,,
46,9,85,63,,,,,,
31,5,59,92,,,,,,
14,2,25,191,,,,,,
23,7,21,475,,,,,,
100,84,33,667,,,,,,
356,321,60,452,,,,,,
924,888,124,363,,,,,,
1380,1275,265,251,,,,,,
739,503,499,199,,,,,,
478,280,722,126,,,,,,
622,365,1010,74,,,,,,
724,449,1134,31,,,,,,
814,437,1181,17,,,,,,
754,411,1189,15,,,,,,
964,485,1176,22,,,,,,
1213,734,1095,95,,,,,,
1701,837,1021,390,,,,,,
1266,220,943,1033,,,,,,
747,128,817,1451,,,,,,
486,105,612,717,,,,,,
417,86,391,447,,,,,,
355,110,237,550,,,,,,
268,62,108,644,,,,,,
185,27,56,645,,,,,,
138,11,26,615,,,,,,
92,7,16,767,,,,,,
38,15,8,1056,,,,,,
16,79,11,1786,,,,,,
17,280,85,1577,,,,,,
58,669,331,1111,,,,,,
179,1187,716,718,,,,,,
393,526,941,482,,,,,,
635,303,472,320,,,,,,
946,359,251,151,,,,,,
1052,438,319,87,,,,,,
1152,518,465,29,,,,,,
1146,487,474,13,,,,,,
1130,562,529,9,,,,,,
1162,823,591,18,,,,,,
1085,1172,832,109,,,,,,
989,808,1632,371,,,,,,
825,493,1169,978,,,,,,
583,297,796,1401,,,,,,
378,219,278,641,,,,,,
309,195,178,420,,,,,,
286,135,78,507,,,,,,
227,106,49,577,,,,,,
172,76,37,617,,,,,,
138,63,17,623,,,,,,
70,26,3,693,,,,,,
55,6,8,1026,,,,,,
17,9,9,1737,,,,,,
28,33,115,1545,,,,,,
36,94,351,979,,,,,,
97,230,936,644,,,,,,
270,343,1326,395,,,,,,
526,534,614,320,,,,,,
736,615,398,172,,,,,,
910,678,470,74,,,,,,
1091,710,595,50,,,,,,
1054,657,509,29,,,,,,
1107,728,564,14,,,,,,
1083,678,653,18,,,,,,
1126,594,1006,110,,,,,,
1000,406,1198,308,,,,,,
961,268,866,760,,,,,,
605,223,933,1289,,,,,,
385,170,658,692,,,,,,
266,163,451,470,,,,,,
165,150,317,528,,,,,,
104,118,138,701,,,,,,
63,87,44,684,,,,,,
17,60,15,691,,,,,,
11,33,7,764,,,,,,
7,12,8,1103,,,,,,
18,8,15,1533,,,,,,
103,22,85,1295,,,,,,
365,50,292,982,,,,,,
895,143,767,713,,,,,,
1266,277,1187,508,,,,,,
584,472,477,421,,,,,,
352,521,121,280,,,,,,
455,657,195,166,,,,,,
526,705,295,90,,,,,,
619,722,289,96,,,,,,
539,702,286,47,,,,,,
654,585,362,21,,,,,,
1082,467,630,29,,,,,,
1810,343,1047,63,,,,,,
1354,259,796,179,,,,,,
843,179,442,400,,,,,,
502,136,118,586,,,,,,
323,94,125,857,,,,,,
200,57,140,1028,,,,,,
112,32,71,1115,,,,,,
57,4,31,1134,,,,,,
9,5,11,1041,,,,,,
6,4,6,955,,,,,,
20,12,4,415,,,,,,
118,77,7,440,,,,,,
405,310,38,566,,,,,,
1086,675,91,600,,,,,,
1474,1064,150,473,,,,,,
672,449,334,293,,,,,,
334,245,228,197,,,,,,
445,272,137,377,,,,,,
618,359,198,203,,,,,,
610,323,176,152,,,,,,
494,348,200,117,,,,,,
682,450,137,41,,,,,,
1048,709,188,23,,,,,,
1810,1167,217,15,,,,,,
1440,976,318,69,,,,,,
856,591,248,128,,,,,,
525,330,159,60,,,,,,
375,259,87,112,,,,,,
255,150,74,91,,,,,,
132,74,72,60,,,,,,
40,43,56,68,,,,,,
37,12,52,45,,,,,,
15,11,36,66,,,,,,
3,8,24,101,,,,,,
16,18,9,81,,,,,,
136,76,5,83,,,,,,
430,317,7,97,,,,,,
1031,801,28,96,,,,,,
1428,1262,65,112,,,,,,
646,491,140,91,,,,,,
404,228,245,114,,,,,,
474,283,288,78,,,,,,
623,378,402,48,,,,,,
552,361,487,32,,,,,,
505,326,596,9,,,,,,
664,456,618,8,,,,,,
1057,731,628,26,,,,,,
1793,1062,577,101,,,,,,
1507,627,491,352,,,,,,
914,217,340,850,,,,,,
571,162,210,1244,,,,,,
472,206,150,565,,,,,,
282,115,111,380,,,,,,
144,101,103,442,,,,,,
57,40,102,545,,,,,,
31,17,76,634,,,,,,
30,5,44,658,,,,,,
13,3,37,809,,,,,,
14,17,16,1191,,,,,,
109,90,7,1922,,,,,,
409,295,6,1580,,,,,,
1033,764,30,1178,,,,,,
1450,1088,96,802,,,,,,
644,493,198,585,,,,,,
363,226,258,413,,,,,,
507,228,444,389,,,,,,
605,339,549,110,,,,,,
609,330,683,46,,,,,,
573,283,706,12,,,,,,
682,384,687,10,,,,,,
1059,639,648,22,,,,,,
1767,986,602,116,,,,,,
1495,921,543,430,,,,,,
926,514,326,1031,,,,,,
524,383,224,1490,,,,,,
446,239,115,689,,,,,,
344,166,91,433,,,,,,
202,91,73,490,,,,,,
106,51,54,611,,,,,,
63,17,41,539,,,,,,
39,7,9,608,,,,,,
11,5,5,701,,,,,,
18,16,3,1105,,,,,,
101,83,11,1710,,,,,,
353,282,57,1473,,,,,,
867,770,240,891,,,,,,
1287,1121,566,664,,,,,,
673,523,819,498,,,,,,
544,239,369,303,,,,,,
579,292,211,163,,,,,,
761,326,265,73,,,,,,
833,288,325,41,,,,,,
785,348,313,32,,,,,,
938,406,290,20,,,,,,
1298,645,417,32,,,,,,
1746,1030,685,139,,,,,,
1344,891,1121,451,,,,,,
801,552,812,1084,,,,,,
522,314,474,1500,,,,,,
439,253,265,675,,,,,,
500,162,218,429,,,,,,
377,100,121,520,,,,,,
241,29,62,624,,,,,,
158,19,23,626,,,,,,
91,16,9,571,,,,,,
54,10,8,733,,,,,,
21,18,10,1069,,,,,,
29,74,14,1869,,,,,,
66,255,73,1597,,,,,,
170,576,286,992,,,,,,
384,992,664,827,,,,,,
673,551,1141,498,,,,,,
928,288,479,327,,,,,,
1185,297,221,172,,,,,,
1264,363,268,69,,,,,,
1324,355,327,24,,,,,,
1369,353,291,18,,,,,,
1433,420,228,8,,,,,,
1360,656,267,26,,,,,,
1233,853,451,87,,,,,,
1015,615,920,395,,,,,,
671,401,780,984,,,,,,
541,260,408,1482,,,,,,
547,197,125,686,,,,,,
413,164,70,407,,,,,,
307,119,53,512,,,,,,
190,83,27,661,,,,,,
168,54,18,585,,,,,,
100,44,6,646,,,,,,
79,19,2,751,,,,,,
22,8,7,1092,,,,,,
17,7,10,1823,,,,,,
86,16,64,1585,,,,,,
136,79,213,1291,,,,,,
219,137,442,787,,,,,,
360,166,705,590,,,,,,
484,176,304,443,,,,,,
679,171,130,754,,,,,,
869,184,201,541,,,,,,
899,175,250,170,,,,,,
970,135,276,71,,,,,,
956,135,206,26,,,,,,
848,144,342,35,,,,,,
861,133,536,79,,,,,,
760,100,1017,335,,,,,,
526,95,807,778,,,,,,
410,96,398,1327,,,,,,
368,58,270,753,,,,,,
244,72,214,496,,,,,,
153,59,133,583,,,,,,
91,48,62,745,,,,,,
76,50,42,820,,,,,,
34,21,4,761,,,,,,
17,21,5,949,,,,,,
19,13,6,1246,,,,,,
33,10,17,1664,,,,,,
36,21,74,1282,,,,,,
45,78,257,915,,,,,,
154,106,617,737,,,,,,
159,163,1087,562,,,,,,
220,274,475,427,,,,,,
449,320,227,256,,,,,,
565,353,288,222,,,,,,
648,358,335,128,,,,,,
641,366,308,65,,,,,,
809,402,281,55,,,,,,
887,397,391,39,,,,,,
1186,302,560,41,,,,,,
1074,265,977,133,,,,,,
692,201,761,196,,,,,,
475,120,422,412,,,,,,
346,131,263,718,,,,,,
216,87,198,998,,,,,,
158,44,117,1137,,,,,,
58,28,65,1164,,,,,,
26,5,32,1129,,,,,,
14,4,16,1089,,,,,,
5,1,10,1067,,,,,,
24,10,6,1050,,,,,,
112,74,17,917,,,,,,
414,229,47,846,,,,,,
982,639,211,919,,,,,,
1349,1038,520,677,,,,,,
604,455,926,285,,,,,,
364,226,434,199,,,,,,
425,252,228,223,,,,,,
520,331,275,204,,,,,,
588,334,351,119,,,,,,
558,310,329,100,,,,,,
620,376,329,71,,,,,,
1025,582,453,21,,,,,,
1843,1026,612,28,,,,,,
1415,813,926,76,,,,,,
850,471,590,156,,,,,,
518,286,320,288,,,,,,
416,220,253,528,,,,,,
287,104,140,855,,,,,,
136,57,106,923,,,,,,
65,29,104,1046,,,,,,
16,13,58,1140,,,,,,
22,7,44,997,,,,,,
11,3,28,1016,,,,,,
11,8,9,912,,,,,,
135,87,9,817,,,,,,
389,282,20,714,,,,,,
920,718,62,676,,,,,,
1284,1214,206,544,,,,,,
590,537,323,325,,,,,,
338,235,457,261,,,,,,
457,268,581,125,,,,,,
515,309,651,65,,,,,,
527,292,720,23,,,,,,
428,255,762,10,,,,,,
619,365,824,0,,,,,,
886,561,828,16,,,,,,
1094,940,778,60,,,,,,
760,761,665,199,,,,,,
437,358,377,603,,,,,,
331,216,256,1075,,,,,,
256,145,224,423,,,,,,
170,84,189,193,,,,,,
113,38,108,264,,,,,,
26,21,116,406,,,,,,
15,6,56,452,,,,,,
13,7,56,423,,,,,,
8,5,0,608,,,,,,
17,6,10,879,,,,,,
93,52,6,1634,,,,,,
359,197,19,1331,,,,,,
917,461,40,811,,,,,,
1270,848,124,573,,,,,,
625,385,222,371,,,,,,
387,177,438,241,,,,,,
359,163,513,151,,,,,,
451,199,605,65,,,,,,
449,198,742,37,,,,,,
492,201,826,6,,,,,,
629,259,895,11,,,,,,
896,427,824,103,,,,,,
1481,742,768,414,,,,,,
1155,576,591,955,,,,,,
834,343,408,1486,,,,,,
496,205,234,835,,,,,,
341,180,150,691,,,,,,
255,122,122,755,,,,,,
162,74,55,868,,,,,,
187,28,28,803,,,,,,
323,17,16,777,,,,,,
69,4,15,885,,,,,,
19,5,4,1081,,,,,,
14,7,19,1727,,,,,,
87,69,62,1447,,,,,,
304,255,193,1051,,,,,,
802,611,514,790,,,,,,
1348,1027,987,527,,,,,,
639,431,471,322,,,,,,
467,197,236,163,,,,,,
516,206,253,52,,,,,,
614,260,272,22,,,,,,
661,264,293,8,,,,,,
647,254,288,8,,,,,,
791,369,376,22,,,,,,
1121,504,595,112,,,,,,
1345,823,1023,442,,,,,,
775,680,747,1003,,,,,,
478,406,416,1511,,,,,,
342,237,230,692,,,,,,
306,209,134,426,,,,,,
292,146,73,514,,,,,,
222,83,41,596,,,,,,
180,49,15,556,,,,,,
133,33,8,564,,,,,,
127,13,4,713,,,,,,
53,3,5,1060,,,,,,
31,9,12,1787,,,,,,
17,59,56,1564,,,,,,
71,201,213,1106,,,,,,
177,478,498,832,,,,,,
394,865,968,577,,,,,,
594,472,430,366,,,,,,
790,213,203,194,,,,,,
959,238,196,97,,,,,,
1055,257,265,55,,,,,,
1152,192,283,17,,,,,,
1245,151,273,9,,,,,,
1210,208,382,27,,,,,,
1208,261,546,102,,,,,,
1201,406,1083,446,,,,,,
999,310,840,990,,,,,,
626,179,466,1431,,,,,,
538,110,288,696,,,,,,
407,116,216,457,,,,,,
343,82,123,541,,,,,,
305,60,71,721,,,,,,
231,45,23,682,,,,,,
163,39,6,628,,,,,,
95,31,5,723,,,,,,
27,18,4,1057,,,,,,
17,5,17,1883,,,,,,
38,7,67,1575,,,,,,
111,21,214,1072,,,,,,
267,77,533,828,,,,,,
419,152,964,627,,,,,,
696,215,442,457,,,,,,
864,325,200,251,,,,,,
1004,424,227,138,,,,,,
1062,473,263,59,,,,,,
1070,426,222,37,,,,,,
1083,490,212,13,,,,,,
1177,513,308,20,,,,,,
1169,460,496,146,,,,,,
994,387,944,362,,,,,,
682,286,728,883,,,,,,
445,234,436,1331,,,,,,
316,152,256,735,,,,,,
218,137,155,547,,,,,,
127,146,102,640,,,,,,
51,121,42,783,,,,,,
14,76,21,845,,,,,,
25,60,6,860,,,,,,
9,36,5,904,,,,,,
9,25,4,1261,,,,,,
66,9,12,1702,,,,,,
237,9,68,1335,,,,,,
705,16,206,1001,,,,,,
1196,51,513,792,,,,,,
599,133,989,607,,,,,,
372,223,512,486,,,,,,
406,329,255,330,,,,,,
576,406,312,200,,,,,,
608,525,389,125,,,,,,
507,487,342,90,,,,,,
626,517,318,40,,,,,,
1004,470,460,19,,,,,,
1672,441,623,48,,,,,,
1236,374,1113,94,,,,,,
745,260,921,209,,,,,,
461,238,547,477,,,,,,
326,179,316,733,,,,,,
234,141,254,893,,,,,,
121,90,196,1237,,,,,,
45,46,109,1156,,,,,,
22,27,65,1199,,,,,,
9,19,16,1214,,,,,,
4,17,6,1147,,,,,,
13,9,4,1195,,,,,,
107,13,10,1100,,,,,,
379,65,68,996,,,,,,
927,255,178,900,,,,,,
1397,624,427,716,,,,,,
568,1106,779,603,,,,,,
355,591,465,449,,,,,,
352,260,235,345,,,,,,
549,330,289,214,,,,,,
509,429,374,138,,,,,,
537,398,361,88,,,,,,
624,407,311,40,,,,,,
1000,445,438,30,,,,,,
1692,688,604,34,,,,,,
1293,1081,999,62,,,,,,
719,874,728,154,,,,,,
456,531,368,408,,,,,,
328,303,192,593,,,,,,
233,248,177,880,,,,,,
168,162,122,910,,,,,,
60,96,117,913,,,,,,
15,60,86,985,,,,,,
17,12,54,990,,,,,,
5,7,25,955,,,,,,
15,7,20,955,,,,,,
122,15,10,814,,,,,,
372,86,11,795,,,,,,
918,298,24,682,,,,,,
1376,697,65,539,,,,,,
666,1221,175,402,,,,,,
365,535,328,263,,,,,,
419,312,439,219,,,,,,
532,419,483,75,,,,,,
598,483,511,28,,,,,,
539,471,506,19,,,,,,
684,449,424,6,,,,,,
1029,585,433,20,,,,,,
1701,727,426,106,,,,,,
1333,1165,392,383,,,,,,
799,936,380,866,,,,,,
505,555,274,1144,,,,,,
438,349,178,616,,,,,,
312,274,150,408,,,,,,
185,177,147,438,,,,,,
60,80,104,509,,,,,,
37,52,86,526,,,,,,
23,15,63,473,,,,,,
6,10,55,565,,,,,,
17,8,24,913,,,,,,
94,15,9,1621,,,,,,
376,93,7,1270,,,,,,
883,278,20,859,,,,,,
1322,706,56,657,,,,,,
648,1043,128,479,,,,,,
412,537,289,367,,,,,,
459,280,491,207,,,,,,
595,326,631,63,,,,,,
607,397,813,43,,,,,,
572,356,891,13,,,,,,
756,356,992,11,,,,,,
1049,445,1123,26,,,,,,
